task_id	phase	embedding_root	model	variant	feature	classifier	reducer	components	output	train_target	evaluation_target
10	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	body_mean	logistic	pca	128	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_short_body_mean_logistic_pca_128.json	next_day_return	next_day_return
11	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	body_mean	logistic	pca	256	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_short_body_mean_logistic_pca_256.json	next_day_return	next_day_return
12	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	logistic	pca	32	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_short_full_mean_logistic_pca_32.json	next_day_return	next_day_return
13	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	logistic	pca	64	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_short_full_mean_logistic_pca_64.json	next_day_return	next_day_return
14	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	logistic	pca	128	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_short_full_mean_logistic_pca_128.json	next_day_return	next_day_return
15	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	logistic	pca	256	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_short_full_mean_logistic_pca_256.json	next_day_return	next_day_return
16	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	roberta	masked_short	body_mean	logistic	pca	32	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/roberta_masked_short_body_mean_logistic_pca_32.json	next_day_return	next_day_return
17	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	roberta	masked_short	body_mean	logistic	pca	64	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/roberta_masked_short_body_mean_logistic_pca_64.json	next_day_return	next_day_return
18	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	roberta	masked_short	body_mean	logistic	pca	128	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/roberta_masked_short_body_mean_logistic_pca_128.json	next_day_return	next_day_return
19	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	roberta	masked_short	body_mean	logistic	pca	256	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/roberta_masked_short_body_mean_logistic_pca_256.json	next_day_return	next_day_return
20	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	roberta	masked_short	full_mean	logistic	pca	32	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/roberta_masked_short_full_mean_logistic_pca_32.json	next_day_return	next_day_return
21	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	roberta	masked_short	full_mean	logistic	pca	64	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/roberta_masked_short_full_mean_logistic_pca_64.json	next_day_return	next_day_return
22	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	roberta	masked_short	full_mean	logistic	pca	128	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/roberta_masked_short_full_mean_logistic_pca_128.json	next_day_return	next_day_return
23	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	roberta	masked_short	full_mean	logistic	pca	256	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/roberta_masked_short_full_mean_logistic_pca_256.json	next_day_return	next_day_return
24	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	logistic	pca	32	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_masked_short_body_mean_logistic_pca_32.json	next_day_return	next_day_return
25	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	logistic	pca	64	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_masked_short_body_mean_logistic_pca_64.json	next_day_return	next_day_return
26	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	logistic	pca	128	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_masked_short_body_mean_logistic_pca_128.json	next_day_return	next_day_return
27	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	logistic	pca	256	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_masked_short_body_mean_logistic_pca_256.json	next_day_return	next_day_return
28	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	logistic	pca	32	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_masked_short_full_mean_logistic_pca_32.json	next_day_return	next_day_return
29	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	logistic	pca	64	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_masked_short_full_mean_logistic_pca_64.json	next_day_return	next_day_return
30	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	logistic	pca	128	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_masked_short_full_mean_logistic_pca_128.json	next_day_return	next_day_return
31	pca_sweep	/data/alpha_team2/shares/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	logistic	pca	256	reports/classification/pooled_embeddings/cninfo_2010_2026/pca_sweep/bge_m3_masked_short_full_mean_logistic_pca_256.json	next_day_return	next_day_return
