task_id	embedding_root	model	variant	feature	classifier	reducer	components	output	train_target	evaluation_target
10	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	full_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_full_mean_logistic_none_0.json	event_return_3d	event_return_3d
11	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	full_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_full_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
12	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	full_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_full_mean_sgd_none_0.json	event_return_3d	event_return_3d
13	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	full_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_full_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
14	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	full_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_full_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
15	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	cls	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_cls_logistic_none_0.json	event_return_3d	event_return_3d
16	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	cls	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_cls_linear_svm_none_0.json	event_return_3d	event_return_3d
17	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	cls	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_cls_sgd_none_0.json	event_return_3d	event_return_3d
18	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	cls	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_cls_simple_mlp_none_0.json	event_return_3d	event_return_3d
19	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	cls	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_cls_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
20	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	full_max	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_full_max_logistic_none_0.json	event_return_3d	event_return_3d
21	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	full_max	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_full_max_linear_svm_none_0.json	event_return_3d	event_return_3d
22	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	full_max	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_full_max_sgd_none_0.json	event_return_3d	event_return_3d
23	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	full_max	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_full_max_simple_mlp_none_0.json	event_return_3d	event_return_3d
24	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	plain	full_max	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_plain_full_max_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
25	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	body_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_body_mean_logistic_none_0.json	event_return_3d	event_return_3d
26	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	body_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_body_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
27	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	body_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_body_mean_sgd_none_0.json	event_return_3d	event_return_3d
28	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	body_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_body_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
29	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	body_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
30	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	title_body_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_title_body_mean_logistic_none_0.json	event_return_3d	event_return_3d
31	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	title_body_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_title_body_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
32	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	title_body_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_title_body_mean_sgd_none_0.json	event_return_3d	event_return_3d
33	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	title_body_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_title_body_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
34	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	title_body_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_title_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
35	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	full_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_full_mean_logistic_none_0.json	event_return_3d	event_return_3d
36	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	full_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_full_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
37	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	full_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_full_mean_sgd_none_0.json	event_return_3d	event_return_3d
38	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	full_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_full_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
39	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	full_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_full_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
40	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	cls	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_cls_logistic_none_0.json	event_return_3d	event_return_3d
41	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	cls	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_cls_linear_svm_none_0.json	event_return_3d	event_return_3d
42	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	cls	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_cls_sgd_none_0.json	event_return_3d	event_return_3d
43	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	cls	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_cls_simple_mlp_none_0.json	event_return_3d	event_return_3d
44	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	cls	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_cls_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
45	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	full_max	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_full_max_logistic_none_0.json	event_return_3d	event_return_3d
46	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	full_max	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_full_max_linear_svm_none_0.json	event_return_3d	event_return_3d
47	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	full_max	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_full_max_sgd_none_0.json	event_return_3d	event_return_3d
48	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	full_max	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_full_max_simple_mlp_none_0.json	event_return_3d	event_return_3d
49	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	short	full_max	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_short_full_max_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
50	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	body_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_body_mean_logistic_none_0.json	event_return_3d	event_return_3d
51	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	body_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_body_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
52	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	body_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_body_mean_sgd_none_0.json	event_return_3d	event_return_3d
53	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	body_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_body_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
54	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	body_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
55	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	title_body_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_title_body_mean_logistic_none_0.json	event_return_3d	event_return_3d
56	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	title_body_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_title_body_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
57	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	title_body_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_title_body_mean_sgd_none_0.json	event_return_3d	event_return_3d
58	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	title_body_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_title_body_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
59	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	title_body_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_title_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
60	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	full_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_full_mean_logistic_none_0.json	event_return_3d	event_return_3d
61	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	full_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_full_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
62	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	full_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_full_mean_sgd_none_0.json	event_return_3d	event_return_3d
63	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	full_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_full_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
64	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	full_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_full_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
65	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	cls	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_cls_logistic_none_0.json	event_return_3d	event_return_3d
66	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	cls	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_cls_linear_svm_none_0.json	event_return_3d	event_return_3d
67	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	cls	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_cls_sgd_none_0.json	event_return_3d	event_return_3d
68	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	cls	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_cls_simple_mlp_none_0.json	event_return_3d	event_return_3d
69	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	cls	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_cls_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
70	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	full_max	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_full_max_logistic_none_0.json	event_return_3d	event_return_3d
71	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	full_max	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_full_max_linear_svm_none_0.json	event_return_3d	event_return_3d
72	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	roberta	masked_short	full_max	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/roberta_masked_short_full_max_sgd_none_0.json	event_return_3d	event_return_3d
