task_id	phase	embedding_root	model	variant	feature	classifier	reducer	components	output	train_target	evaluation_target
33	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	body_mean	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_body_mean_extra_trees_none_0.json	next_day_return	next_day_return
34	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	body_mean	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_body_mean_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
35	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	body_mean	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_body_mean_xgboost_none_0.json	next_day_return	next_day_return
36	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	body_mean	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_body_mean_lightgbm_none_0.json	next_day_return	next_day_return
37	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	body_mean	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_body_mean_catboost_none_0.json	next_day_return	next_day_return
38	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	body_mean	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_body_mean_knn_none_0.json	next_day_return	next_day_return
39	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_logistic_none_0.json	next_day_return	next_day_return
40	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_linear_svm_none_0.json	next_day_return	next_day_return
41	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_sgd_none_0.json	next_day_return	next_day_return
42	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_mlp_none_0.json	next_day_return	next_day_return
43	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_simple_mlp_none_0.json	next_day_return	next_day_return
44	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_lstm_none_0.json	next_day_return	next_day_return
45	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_random_forest_none_0.json	next_day_return	next_day_return
46	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_extra_trees_none_0.json	next_day_return	next_day_return
47	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
48	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_xgboost_none_0.json	next_day_return	next_day_return
49	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_lightgbm_none_0.json	next_day_return	next_day_return
50	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_catboost_none_0.json	next_day_return	next_day_return
51	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_mean	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_mean_knn_none_0.json	next_day_return	next_day_return
52	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_logistic_none_0.json	next_day_return	next_day_return
53	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_linear_svm_none_0.json	next_day_return	next_day_return
54	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_sgd_none_0.json	next_day_return	next_day_return
55	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_mlp_none_0.json	next_day_return	next_day_return
56	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_simple_mlp_none_0.json	next_day_return	next_day_return
57	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_lstm_none_0.json	next_day_return	next_day_return
58	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_random_forest_none_0.json	next_day_return	next_day_return
59	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_extra_trees_none_0.json	next_day_return	next_day_return
60	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
61	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_xgboost_none_0.json	next_day_return	next_day_return
62	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_lightgbm_none_0.json	next_day_return	next_day_return
63	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_catboost_none_0.json	next_day_return	next_day_return
64	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	full_mean	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_full_mean_knn_none_0.json	next_day_return	next_day_return
65	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_logistic_none_0.json	next_day_return	next_day_return
66	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_linear_svm_none_0.json	next_day_return	next_day_return
67	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_sgd_none_0.json	next_day_return	next_day_return
68	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_mlp_none_0.json	next_day_return	next_day_return
69	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_simple_mlp_none_0.json	next_day_return	next_day_return
70	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_lstm_none_0.json	next_day_return	next_day_return
71	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_random_forest_none_0.json	next_day_return	next_day_return
72	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_extra_trees_none_0.json	next_day_return	next_day_return
73	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
74	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_xgboost_none_0.json	next_day_return	next_day_return
75	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_lightgbm_none_0.json	next_day_return	next_day_return
76	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_catboost_none_0.json	next_day_return	next_day_return
77	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_concat	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_concat_knn_none_0.json	next_day_return	next_day_return
78	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_logistic_none_0.json	next_day_return	next_day_return
79	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_linear_svm_none_0.json	next_day_return	next_day_return
80	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_sgd_none_0.json	next_day_return	next_day_return
81	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_mlp_none_0.json	next_day_return	next_day_return
82	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_simple_mlp_none_0.json	next_day_return	next_day_return
83	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_lstm_none_0.json	next_day_return	next_day_return
84	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_random_forest_none_0.json	next_day_return	next_day_return
85	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_extra_trees_none_0.json	next_day_return	next_day_return
86	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
87	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_xgboost_none_0.json	next_day_return	next_day_return
88	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_lightgbm_none_0.json	next_day_return	next_day_return
89	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_catboost_none_0.json	next_day_return	next_day_return
90	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	short	title_body_full_concat	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_short_title_body_full_concat_knn_none_0.json	next_day_return	next_day_return
91	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_logistic_none_0.json	next_day_return	next_day_return
92	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_linear_svm_none_0.json	next_day_return	next_day_return
93	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_sgd_none_0.json	next_day_return	next_day_return
94	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_mlp_none_0.json	next_day_return	next_day_return
95	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_simple_mlp_none_0.json	next_day_return	next_day_return
96	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_lstm_none_0.json	next_day_return	next_day_return
97	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_random_forest_none_0.json	next_day_return	next_day_return
98	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_extra_trees_none_0.json	next_day_return	next_day_return
